ID,NAME,Host_ID,Host_identity_verified,Host_name,Neighbourhood_group,Neighbourhood,Latitude,Longditude,Country,Country_Code,instant_bookable,Cancellation_policy,Room_Type,Construction_year,Price,Service_fee,Minimum_nights,Number_of_reviews,Last_review,Reviews_per_month,Review_rate_number,Calculated_host_listings_count,Availability_365,House_rules,License
1826472,REDUCED! Private Apt~Fun NYC area!,25622943016,verified,Camille,Manhattan,Upper East Side,40.77382,-73.95088,United States,US,FALSE,flexible,Entire home/apt,2007,99,20,2,46,6/14/2019,0.57,4,1,131,"Clean, respectful, no parties :)",
5806346,NYC Crash Pad,67841422155,unconfirmed,Stavros,Queens,Flushing,40.75394,-73.80538,United States,US,TRUE,flexible,Private room,2004,99,20,2,186,6/26/2019,3.74,3,3,126,,
1646422,Hi Traveler.. welcome,39562464038,verified,Ellen,Bronx,Allerton,40.8687,-73.8524,United States,US,FALSE,flexible,Private room,2022,100,20,7,2,7/23/2018,0.17,5,1,165,No Smoking No Pets,
4101948,Big bedroom in Brooklyn!,3288733122,verified,Liz,Brooklyn,Greenpoint,40.72631,-73.94127,United States,US,TRUE,flexible,Private room,2012,100,20,14,18,4/27/2019,0.34,1,1,216,,
4701746,Amazing Artist Loft,33399153549,unconfirmed,Tanda,Brooklyn,South Slope,40.66442,-73.99047,United States,US,TRUE,moderate,Entire home/apt,2018,100,20,2,8,6/16/2019,0.23,3,3,59,Smoking is strictly prohibited. Your pets are welcome but please mind them. NO PARTIES ALLOWED.  EXCESSIVE NOISE IS STRICTLY PROHIBITED,
4952490,Bright 2BD in East Village,96703142073,verified,Alfred,Manhattan,East Village,40.7295,-73.98623,United States,US,TRUE,strict,Entire home/apt,2012,100,20,2,1,3/31/2015,0.02,4,1,38,"House Rules 1. All bookings made at least a week before check in are fully refundable if cancelled within 24 hours of booking. After this, you will receive a 50% refund if you cancel at least 7 days before the start of your trip. 2. Check-in time is any time after 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  3. All bookings require a security deposit of at least $300. 4. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in, we'll need a photo of your ID.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in most of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. I",
5093879,Winter Deal! Cosy room available in East Village,11479208462,unconfirmed,Marion,Manhattan,Gramercy,40.73305,-73.98255,United States,US,FALSE,flexible,Private room,2017,100,20,5,4,2/21/2017,0.08,5,1,245,"No candles. Close and lock windows when you leave the house. Clean up after yourself in the bathroom and the kitchen. Mutual respect and have fun! If you want to have an event or party, let's check in about it first.",
6212839,"2 Bedroom, UES",78942465749,verified,Talal,Manhattan,Upper East Side,40.76364,-73.9588,United States,US,FALSE,flexible,Entire home/apt,2008,100,20,5,5,7/20/2016,0.13,5,1,189,#NAME?,
8280650,Clean and Cozy BedStuy Apt,93464970098,unconfirmed,Serik,Brooklyn,Bedford-Stuyvesant,40.69345,-73.93304,United States,US,TRUE,strict,Entire home/apt,2006,101,20,7,2,2/27/2016,0.05,2,1,141,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties and smoking are not allowed under any circumstances and incur significant fees. Pets may be considered with pre-approval and an additional pet fee.",
3665079,Sun-soaked 1BR in Park Slope with amazing NYC view,52460748818,unconfirmed,Laura,Brooklyn,Park Slope,40.66891,-73.97987,United States,US,FALSE,moderate,Entire home/apt,2019,101,20,1,1,10/31/2017,0.05,4,1,20,NO Smoking. Pets allow -- Breed Restrictions Apply.,
7097623,Tompkins Square/East Village Apt.,34197584510,unconfirmed,Rachel,Manhattan,East Village,40.72613,-73.98062,United States,US,FALSE,moderate,Entire home/apt,2020,101,20,1,1,11/29/2015,0.02,1,1,41,"You will be sharing a bathroom, so you must be considerate of time spent in the bathroom in the morning when getting ready. If you use the kitchen, please put the dirty cups, bowls, plates, and silverware in the dirty dishes tub, and hand wash all of the pots, pans, and cooking tools you use. Please clean up any mess you may have made. Remember to turn on the fan when using the stove or oven so the fire alarm does not go off from the steam! Please only smoke outside, away from the apartment building, and dispose of your cigarettes responsibly. Checkout: Checkout is at 11:00 am, please inquire if you would like to check out later or leave your bags with us for the day. If we are not awake/home when you leave, please leave the passes on the desk in your room, lock the front door behind you, and put your keys in the lock box behind the front stair case.",
4941444,FANTASTIC MANHATTAN LIVING 5 day Minimum,84944200691,verified,Patricio,Manhattan,Harlem,40.81502,-73.9546,United States,US,TRUE,moderate,Entire home/apt,2005,101,20,90,7,2/26/2018,0.28,4,1,379,,
6241558,LaGuardia Room with Private Entrance(1),65022115440,verified,Laura,Queens,East Elmhurst,40.7582,-73.87656,United States,US,FALSE,flexible,Private room,2015,101,20,1,211,6/24/2019,4.37,1,2,294,,
5704171,Fun & Trendy Kid Friendly Family Home,85857981632,unconfirmed,Kt,Brooklyn,Bedford-Stuyvesant,40.68683,-73.95466,United States,US,TRUE,strict,Entire home/apt,2014,102,20,3,5,7/23/2017,0.1,2,1,153,"- No smoking, no pets - No parties and please be quiet after 11pm - Fireplace is functional, but for safety reasons please do not use it - If you use the elevator, please close the inner door after you, otherwise other people won't be able to use it - Take your shoes off when you enter the apartment, you can place them into the closet next to the entrance door",
7896802,Cozy Studio in Midtown East,654274220,unconfirmed,Eman,Manhattan,Midtown,40.7532,-73.96711,United States,US,FALSE,strict,Entire home/apt,2011,102,20,1,7,1/27/2016,0.16,2,1,-6,"- cleaning, quiet, friendly, no drug, no smoking,",
3353582,Cozy bedroom in shared 2br apt,65681295014,verified,Ines,Manhattan,Morningside Heights,40.80504,-73.96454,United States,US,FALSE,flexible,Private room,2007,102,20,4,1,4/25/2015,0.02,3,1,347,"Expect to have our place treated with respect, but don't want guests to feel uncomfortable so if there's a beer(s) in the fridge, feel free, snacks in the drawers, usually fresh fruit in the bowl, up for grabs etc...",
2660998,NYC Central Park family apt - 3bdr,12435616623,unconfirmed,Alexana,Manhattan,Upper West Side,40.78952,-73.98097,United States,US,TRUE,moderate,Entire home/apt,2014,102,20,7,19,4/27/2019,0.28,4,1,257,"No smoking (indoors or outside on the property). No pets. No parties. Prefer quiet professional singles or couples in town for work and/or tourism. No children. Please note that this is Alex's home (he lives there), so please be respectful by keeping noise down and cleaning up after yourselves.",
5165678,Sun drenched 1 bed - few mins walk from subway,66898129526,verified,Kizzy,Brooklyn,Bedford-Stuyvesant,40.68373,-73.95016,United States,US,FALSE,strict,Entire home/apt,2022,103,21,7,4,5/26/2019,0.11,5,1,219,"No smoking, drugs, loud volume, loud partying please. No outdoor shoes inside the house please, indoor slippers are provided. Please help me keep the place clean and organized by cleaning up after yourself, thank you.",
6361960,Large Private Room in Greenpoint/ Williamsburg,9561157343,unconfirmed,Aude,Brooklyn,Greenpoint,40.72435,-73.95154,United States,US,TRUE,strict,Private room,2008,103,21,1,119,6/24/2019,2.57,4,2,377,#NAME?,
7865873,Penthouse Room in Williamsburg,35566125448,unconfirmed,Max,Brooklyn,Williamsburg,40.7157,-73.96011,United States,US,FALSE,flexible,Private room,2022,103,21,1,1,2/15/2016,0.02,5,1,77,"We suggest you use email or texting contact us if need, do not call us. We will not accept calling from AirBnB guests. We will back to you ASAP.",
4384174,"❤️ of Wburg, Private Living+Entrance",39945783453,verified,Elli,Brooklyn,Williamsburg,40.7188,-73.95775,United States,US,FALSE,strict,Private room,2010,103,21,2,6,7/29/2017,0.12,1,3,337,"Please be respectful of other guests.  Keep the common areas clean and pick up after your self.  No loud music after 10:00PM.  It is a safe neighborhood but please, keep doors locked for safety No smoking in the house (smoking is allowed on the front or back decks).",
2894620,1 room in HUGE 2Bedroom/1.5 Bath,22980530826,verified,Adrienne,Manhattan,Harlem,40.80121,-73.95063,United States,US,TRUE,moderate,Private room,2016,103,21,7,1,9/27/2015,0.02,2,2,346,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",
1841384,Large Room / Light / Columbia University - UWS,78343614642,unconfirmed,Katherine,Manhattan,Upper West Side,40.80373,-73.9679,United States,US,FALSE,flexible,Private room,2003,103,21,1,96,5/18/2017,1.16,2,1,62,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties and smoking are not allowed under any circumstances and incur significant fees. Parties and smoking are not allowed under any circumstances and incur significant fees. Pets may be considered with pre-approval and an additional pet fee.",
5837275,Relaxing Home for your NY Trip,40803005470,verified,Michelle,Brooklyn,Bensonhurst,40.61625,-73.9916,United States,US,FALSE,strict,Private room,2011,104,21,2,9,6/23/2019,1.41,2,1,199,,
7567078,Spacious Beautiful 1BR APT,16438350868,unconfirmed,Helga,Brooklyn,Crown Heights,40.66965,-73.95517,United States,US,TRUE,moderate,Entire home/apt,2010,104,21,1,17,8/30/2017,0.38,5,1,355,Please no smoking in the apartment.  There is a door to a balcony/fire escape for smoking.,
2147359,Murray Hill Garden Apt. MANHATTAN,14147588693,verified,Min,Manhattan,Murray Hill,40.74848,-73.97884,United States,US,TRUE,flexible,Private room,2015,104,21,30,116,6/23/2019,1.93,2,1,229,,
7839915,Charming 1BR in Upper Eastside,7319408471,verified,Tny,Manhattan,Upper East Side,40.76719,-73.96565,United States,US,FALSE,flexible,Entire home/apt,2020,104,21,30,11,4/29/2019,0.3,5,12,404,,
3516510,HUGE 1BR in Prime West Village,30426185139,verified,Justin,Manhattan,West Village,40.73509,-74.00323,United States,US,FALSE,moderate,Entire home/apt,2014,104,21,4,4,9/22/2016,0.07,5,1,380,,
3924108,Location Little Lapa ( only female ),16842068978,unconfirmed,Petya,Queens,Astoria,40.76577,-73.91471,United States,US,FALSE,flexible,Private room,2015,104,21,30,9,7/26/2018,0.19,4,18,97,It's the golden rule of Airbnb; this is my home so I wish and expect that people treat it as they would if someone was staying in their house.  Above all I hope there is mutual respect and that my guests enjoy themselves!,
2096547,Beautiful 2bdrm Bklyn duplex w/deck + backyard,90186806355,unconfirmed,Jessica,Brooklyn,Clinton Hill,40.69208,-73.96525,United States,US,FALSE,moderate,Entire home/apt,2009,105,21,4,8,8/27/2018,0.22,1,1,240,,
7293138,Sunny Room in Ditmas Park,16196271725,unconfirmed,Mia,Brooklyn,Flatbush,40.64272,-73.95852,United States,US,TRUE,strict,Private room,2004,105,21,3,9,10/22/2016,0.2,3,1,253,"PLEASE NOTE THE FOLLOWING BEFORE REQUESTING A BOOKING:  * I will reply as soon as possible to let you know if my apartment will be available for ALL your needs.  - 1. We are happy to host Friendly, Neat, Low-Maintainence Adults & Well-Behaved Children.  ---- All cookware, dishes and utensils in the kitchen are at your disposal ---- There will be basic condiments provided for you, but please ask about food as this is our home. We ask that you rinse whatever dishes you use & place in dishwasher & leave the kitchen as you found it.  - 2. NO UNPAID ADULTS, CHILDREN, OR OVERNIGHT VISITORS PERMITTED  - 3. NO SMOKING  - 4. NO PARTIES  - 5. NO LOUD MUSIC - 6. PETS (decided on a case by case basis, please inquire for more information and additional fees) - 7. PLEASE MAKE REQUESTS EARLY (to ensure availability) FOR ANY EXTRA Special Requests or Needs.  - 8. RATES, AVAILABILITY & AMENITIES ARE SUBJECT TO CHANGE UNTIL A RESERVATION IS FINALIZED, AND WILL DEPEND ON TIME OF YEAR AND WHO REQUESTS A R",
8240332,Luxury Private Room With A View!,51276546751,unconfirmed,Danielle,Brooklyn,Fort Greene,40.69283,-73.98061,United States,US,TRUE,strict,Private room,2022,105,21,2,6,10/16/2016,0.14,3,1,247,,
3356896,Charming 1br apartment in Astoria,21182396561,unconfirmed,Fernando,Queens,Astoria,40.7576,-73.92698,United States,US,FALSE,flexible,Entire home/apt,2022,105,21,4,45,6/16/2019,0.82,4,1,291,"Quiet, residential. No smoking. No pets",
3228210,Bright Room in Battery Park!,14915275384,unconfirmed,KayCee,Manhattan,Battery Park City,40.70657,-74.01676,United States,US,TRUE,moderate,Private room,2018,106,21,2,26,7/27/2017,0.44,3,1,154,I have other roommates so be respectful of that.,
8188968,Modern & Sun Filled 1BR in Gramercy,30572718038,verified,Kendall,Manhattan,Gramercy,40.73637,-73.98107,United States,US,TRUE,flexible,Entire home/apt,2013,106,21,2,2,3/27/2016,0.05,3,1,253,,
5103820,Modern 1 Br Apartment,29359054320,verified,Naio,Manhattan,Washington Heights,40.85396,-73.93785,United States,US,TRUE,strict,Entire home/apt,2004,106,21,20,2,5/19/2019,0.04,4,1,341,Please be respectful of my things! I have a lot of stuff that I have collected over the years. Absolutely NO smoking.  This is a really relaxing space and the neighbors are all really cool.  -Pets are allowed,
2366069,SPACE FOR 8,46605197508,unconfirmed,Karece,Brooklyn,Bedford-Stuyvesant,40.68065,-73.95154,United States,US,FALSE,moderate,Entire home/apt,2004,107,21,3,130,12/14/2017,1.84,5,1,279,,
1815979,1 bedroom in a super cute 2 bed,88752714734,verified,Ruth,Brooklyn,Williamsburg,40.70653,-73.94421,United States,US,FALSE,strict,Private room,2003,107,21,60,3,5/15/2015,0.04,3,1,273,,
7911161,Cozy Studio in Luxury Building LIC,17477439547,verified,Elva,Queens,Long Island City,40.74572,-73.95679,United States,US,TRUE,moderate,Entire home/apt,2020,107,21,5,1,8/13/2016,0.03,2,1,325,,
1101302,"Fort Greene, Brooklyn: Center Bedroom",9549678609,unconfirmed,Adele,Brooklyn,Fort Greene,40.68863,-73.97691,United States,US,FALSE,flexible,Private room,2011,966,21,350,206,6/30/2019,1.92,4,2,96,"-No shoes in our home. Please leave them at the door in the foyer. -No smoking in the house indoors. There are ashtrays outside. -No stealing cutlery, utensils, other kitchen items or of any kind. -No damaging walls or windows. -No alterations, decorations, structural changes or additions to the premises. -No lock combinations shall be shared, nor a new lock installed. -Please do not take any of the local town guides. They are for information purposes. -All children should be supervised. -No early check-in or late checkout without prior approval from the property manager. -The maximum occupancy (per contract) {and conditional pet request} may not be exceeded at any time during reservation. -When showering please keep shower curtain inside the tub",
8109437,"Bright Spacious Brooklyn Gem, 3 BR",66137012229,verified,Grace,Brooklyn,Prospect-Lefferts Gardens,40.6576,-73.94609,United States,US,FALSE,strict,Entire home/apt,2021,108,22,2,131,6/23/2019,3.06,4,1,182,Sorry no smoking. Please treat this beautiful immaculate apartment like your own.,
4808892,Charming One Bedroom in Chelsea,35248306306,verified,Pete,Manhattan,Chelsea,40.74141,-73.99996,United States,US,FALSE,moderate,Entire home/apt,2005,108,22,1,1,2/20/2015,0.02,2,1,140,Please do not smoke and be respectful of other guests.,
1451461,Beautiful SoHo Luxury Apartment,4931559861,unconfirmed,Reed,Manhattan,SoHo,40.7253,-73.99916,United States,US,TRUE,strict,Entire home/apt,2018,108,22,5,8,11/26/2016,0.11,3,1,69,,
5248523,Soho/Nolita - Best Location - Large 1 BDRM.,10579254657,unconfirmed,Marina,Manhattan,Nolita,40.72102,-73.99469,United States,US,TRUE,flexible,Entire home/apt,2015,109,22,3,122,6/24/2019,2.35,3,1,14,"64 Melrose House Rules *Be sure to contact us for key instructions* We request that you please be respectful of all furniture, appliances, and all other belongings within the apartment. Please make sure to turn off all lights and appliances, including A/C and Heat when you leave the apartment and follow the trash rules ~ every bit of saving helps us provide affordable and comfortable living space to everyone.  Trash can be put outside in front of the building on the curb  Sunday and Thursday nights at 5 PM  or later it will be picked up early the following mornings. All insurance and liability including accidents - inside or outside the apartment - health, short-term cancellations and / or guest's belongings is the guest's responsibility. The entire building is non - smoking so please no smoking on the property or in any of the units.    62 Melrose General Information We offer digital cable TV, DVD and high speed Internet. We will send internet information in a separate email.   For yo",
3851204,CHARMING BROOKLYN LOFT WITH PATIO,71509835690,verified,Natalie,Brooklyn,Bedford-Stuyvesant,40.69141,-73.95886,United States,US,FALSE,moderate,Entire home/apt,2013,110,22,7,2,5/15/2017,0.03,3,1,165,"We suggest you use email or texting contact us if need, do not call us. We will not accept calling from AirBnB guests. We will back to you ASAP.",
2184915,5 Bdrm Historic Brownstone Triplex,45739634669,verified,Emily,Brooklyn,Cobble Hill,40.68556,-73.99779,United States,US,FALSE,moderate,Entire home/apt,2016,110,22,5,12,8/20/2016,0.17,2,1,84,,
3998116,Quiet Location with two balconies,34685740695,verified,Aleksandra,Brooklyn,Williamsburg,40.71267,-73.95721,United States,US,FALSE,moderate,Entire home/apt,2021,110,22,2,4,9/29/2015,0.08,5,1,62,,
3492761,Modern Stylish and Legendary.,23439984968,unconfirmed,Nicholas,Manhattan,Harlem,40.81736,-73.93921,United States,US,FALSE,moderate,Private room,2019,110,22,1,2,5/19/2019,0.19,5,2,152,"No smoking. No pets, please.",
7466560,Beautiful 1-Bedroom near Columbia!,31867320917,verified,Sara,Manhattan,Harlem,40.82673,-73.94995,United States,US,TRUE,moderate,Entire home/apt,2011,110,22,2,17,12/27/2016,0.39,4,1,254,No Pets. No smoking. Please :),
2791893,Unique sunny loft in Manhattan!,29468338324,verified,Zi Ying,Manhattan,Lower East Side,40.71972,-73.99299,United States,US,TRUE,strict,Entire home/apt,2022,110,22,2,230,6/28/2019,3.39,3,2,118,,
5432439,BRAND NEW 1BD / STEPS CENTRAL PARK!,12895741031,unconfirmed,Mike,Manhattan,Upper West Side,40.76877,-73.9846,United States,US,TRUE,strict,Entire home/apt,2012,110,22,30,3,11/30/2017,0.1,5,52,86,"House Rules 1. All bookings made at least a week before check in are fully refundable if cancelled within 24 hours of booking. After this, you will receive a 50% refund if you cancel at least 7 days before the start of your trip. 2. Check-in time is any time after 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  3. All bookings require a security deposit of at least $300. 4. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in, we'll need a photo of your ID.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in most of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. I",
6039969,*SKYTRAIN* Studio Loft Apartment - Great Space!,15776313211,unconfirmed,Juliana,Manhattan,Upper West Side,40.78201,-73.98379,United States,US,FALSE,strict,Entire home/apt,2009,110,22,30,9,4/30/2019,0.24,1,34,253,"No pet, No smoking - Quite hours : 9pm - 8am ",
5844455,Sunny 1.5 BR  Charmer!,91938215220,unconfirmed,Adrienne,Brooklyn,Boerum Hill,40.68542,-73.98916,United States,US,TRUE,flexible,Entire home/apt,2014,111,22,4,13,5/14/2019,0.64,4,2,188,Please treat this house as if it is your own.  - No smoking - No drug use - Shoes can be left in the hall. - Help yourself to anything in the refrigerator. - LOCK THE DOORS when you leave. Front door to condo locks on it's own.,
5086699,Spacious Private Room + Full Bath!,76763509813,unconfirmed,Jacob,Brooklyn,Bushwick,40.69024,-73.9059,United States,US,TRUE,moderate,Private room,2010,111,22,7,1,3/21/2015,0.02,3,1,-3,"No smoking, no extra guests and no parties.",
3526452,Cozy Bedroom by Prospect Park BKLYN,64181875975,unconfirmed,Thomas,Brooklyn,Flatbush,40.64996,-73.9615,United States,US,TRUE,flexible,Private room,2020,111,22,3,4,7/23/2015,0.07,4,2,-5,No Smoking No Pets,
5840036,Spacious 2 BR sun-filled apartment  in Chelsea,94724572346,unconfirmed,Georgina,Manhattan,Chelsea,40.74558,-74.00325,United States,US,TRUE,moderate,Entire home/apt,2005,111,22,2,2,12/30/2018,0.18,2,1,380,"- No smoking or drugs inside the apartment or building - No parties are allow - Keep the noise level down between the hours of 10pm & 8am - Keep luggage off of bedding, please use the luggage rack instead. - Dishwasher off limits - Pets are prohibited -  Extra guests throughout duration of stay is not allowed unless approve prior to booking - Lastly, please do not bother the neighbors such as ringing their doorbells or asking for directions. Instead, reach out to us if you have any questions or concerns. Please respect our neighbors privacy and be discreet about our place being AirBnB rental during your stay. Thanks for booking with us and keeping the AirBnB experience alive and well!",
5696991,Clean & Cozy East Village Home Steps From Park,77936229533,verified,L,Manhattan,East Village,40.72496,-73.98289,United States,US,FALSE,flexible,Entire home/apt,2003,111,22,2,36,11/16/2016,0.74,3,1,276,Please no smoking in any of the inside premises or on the roof deck; no loud music; no moving or rearranging furniture; and no guests beyond those indicated at booking (without clearing with owner first).,
4959118,"Extra Large Room in Huge, Serene Harlem Brownstone",83921611055,verified,Tara & Carl,Manhattan,Harlem,40.80669,-73.95655,United States,US,FALSE,moderate,Private room,2011,111,22,4,56,6/20/2019,1.07,3,2,179,"I encourage you to use my kitchen, cooking and laundry facilities. There is no additional charge to use the washer/dryer in the basement.  No smoking, inside or outside. Come home as late as you want.  If you come home stumbling drunk, it's OK the first time. If you do it again, and you wake up me or the neighbors downstairs, we will be annoyed.  (Just so you know . . . )",
4446031,Lovely One Bedroom Heart Of Astoria,59477990326,verified,Mike,Queens,Astoria,40.76542,-73.92115,United States,US,FALSE,flexible,Entire home/apt,2008,111,22,25,14,7/31/2018,0.27,2,1,143,No smoking or parties please. Kaya (the fluffiest dog you have ever seen) also insists that you pet her at least once during your stay :-),
5066816,"Perfect Location Downtown, Walk Everywhere!",65852647707,verified,Nazieh,Manhattan,East Village,40.73418,-73.9893,United States,US,TRUE,moderate,Entire home/apt,2012,112,22,1,15,6/23/2019,0.4,3,1,234,"Reasonably quiet after 9.  Having said that, I should note that the walls of this 145 year old mansion are thick, so average noise will not travel beyond your suite.  So sorry, but no burning of candles.",
7898458,Cozy 3 BD in NYC's East Village,29676879140,verified,Will & Tash,Manhattan,East Village,40.72401,-73.98061,United States,US,TRUE,flexible,Private room,2021,112,22,5,4,2/22/2017,0.09,2,2,139,,
3568426,Large 1br Duplex in Heart of Upper East Side,31489608456,verified,Jeff,Manhattan,Upper East Side,40.76866,-73.95553,United States,US,FALSE,strict,Entire home/apt,2020,112,22,2,21,6/30/2019,1.69,4,1,367,"House Rules The house rules are an important part of staying in this condo.  You will be sharing a living space with other guests and a high level of consideration, respect, communication and tolerance is expected from you.  They are meant to make your stay more pleasant, to prevent conflicts and to protect the property of any damage.  If you feel there is something that needs to be addressed and that is not covered in these rules, please make sure you communicate that to the host. 1.  Toilet · The toilettes can only be used with the toilet paper provided.  Any other material disposed of will cause the plumbing system to back up and create drainage problems.  No tissues, cotton balls, tampons, Q-tips cotton swabs or any kind of sanitary products are allowed down the toilets.  · Any plumbing work due to clogged toilets will be charged to the guests. 2. Noise and Quiet Hours · Quiet hours are from 10pm until 7am.  During quiet hours radios and stereos may be played at a level not to be h",
8293353,Lincoln Center Fully Furnished,67260069835,verified,Siyi,Manhattan,Upper West Side,40.77481,-73.98144,United States,US,TRUE,strict,Private room,2015,112,22,20,12,8/31/2018,0.28,3,1,422,#NAME?,
1124499,Quiet & Clean Retreat in the City,18399221085,unconfirmed,Rogers,Manhattan,East Village,40.73012,-73.99053,United States,US,FALSE,moderate,Entire home/apt,2017,966,22,3,7,5/24/2019,0.07,3,1,410,"We would love to hear a bit about you and what brings you to Boston before accepting any reservations. Please make sure your profile is filled out (including a clear picture of you), and your online and offline verifications are complete before you submit a reservation request so we have an idea of who you are.  Please be respectful of my home and other guests - clean up after yourself, keep your toiletries neat and organized in the shared bathroom, no smoking indoors, and please remove your shoes upon entering.   I have coffee and tea for guests, and will leave out some basic breakfast items like snack bars and fresh fruit, however if you are planning on using the kitchen during your stay I ask that you provide your own food and drink.   Please do not bring additional guests home without express prior permission from the host.   Sorry, no pets allowed.",
6955130,GREAT LOCATION QUIET BKLYN STREET,46978212742,verified,Chris,Brooklyn,Prospect Heights,40.67835,-73.97074,United States,US,FALSE,flexible,Entire home/apt,2010,113,23,2,80,6/24/2019,2.83,4,1,152,Please no smoking on the property,
1085838,Classic Artist Loft Williamsburg,85684057000,verified,Mike,Brooklyn,Williamsburg,40.71536,-73.96057,United States,US,TRUE,strict,Private room,2009,113,23,3,155,6/13/2019,1.61,2,1,18,,
4362082,Cozy Hells Kitchen/Times Sq 2BR,1460096680,unconfirmed,Ariel,Manhattan,Hell's Kitchen,40.76221,-73.99028,United States,US,TRUE,strict,Entire home/apt,2010,113,23,1,8,10/18/2015,0.14,1,1,132,"Please just keep your area reasonably clean and pick up after yourself.  Nothing special.  All the kitchen appliances that are there are available for your use.  Just wash your dishes and pick up any trash you have.   If anything gets dirty, no need to be embarrassed.  Just let us know so we can take care of it as soon as possible.   Also no smoking and no loud parties.  Come, enjoy yourself and have fun.",
3459071,Perfect 1BR / Doorman / 22 St & 2nd Ave,41741861983,verified,Mike,Manhattan,Murray Hill,40.74475,-73.97201,United States,US,TRUE,flexible,Entire home/apt,2006,113,23,30,2,8/31/2016,0.04,5,52,111,"No Smoking in building,  Respect for other guests and neighbors.  Quiet after 10 pm. Parking is available on Linwood and Gardner streets 24 hours.  No parking is permitted on Centre Place.",
5615250,Private Room w/ access to Terrace,93537934379,unconfirmed,Mackenzie,Manhattan,Upper West Side,40.77883,-73.97494,United States,US,TRUE,strict,Private room,2017,113,23,1,7,5/21/2016,0.14,3,1,210,"Just be cool, we love our home and love our neighborhood - we're thrilled to have the opportunity to share it with you.",
6980536,CHEAP & LOVELY ROOM IN MANHATTAN!!!,22107048920,unconfirmed,Adir,Manhattan,Washington Heights,40.85338,-73.93061,United States,US,FALSE,moderate,Private room,2021,113,23,5,4,4/19/2017,0.09,1,1,178,,
2009836,Big apartment with top view! 1 block from subway.,42189682847,verified,Alvaro,Queens,Sunnyside,40.74263,-73.92476,United States,US,FALSE,strict,Entire home/apt,2012,113,23,2,108,6/23/2019,1.35,3,1,258,I expect my guests To make themselves feel at home and at the same time to respect my property and care for it as if it was there own.  Be mindful of neighbors.  Most of the residents have a full time job and is very quiet here.,
7995663,Beautiful Apartment in the heart of Brooklyn,12098309051,verified,Richard,Brooklyn,Bedford-Stuyvesant,40.68,-73.95526,United States,US,FALSE,strict,Private room,2018,114,23,3,5,5/29/2017,0.13,2,1,65,,
4003639,1BR+BA IN LXRY CONDO W POOL+PARKING,56143697272,unconfirmed,Joshua,Brooklyn,Williamsburg,40.71494,-73.93906,United States,US,FALSE,strict,Private room,2015,114,23,30,1,4/28/2019,0.42,1,1,288,No pets. No smoking. Please :),
5009929,"Modern Williamsburg Apt. Comfort, style, ease!",57256676631,unconfirmed,Roy,Brooklyn,Williamsburg,40.71323,-73.95852,United States,US,TRUE,moderate,Entire home/apt,2021,114,23,30,21,3/30/2019,0.4,5,1,206,No smoking in the building no partying in building ,
1267545,Lovely Vintage Haven—Heart of UWS,1640832963,verified,Valeria,Manhattan,Upper West Side,40.78569,-73.97581,United States,US,FALSE,strict,Entire home/apt,2010,114,23,65,11,10/15/2013,0.12,4,1,414,,
4684072,Roomy West Village Studio,56169325402,verified,Victoria,Manhattan,West Village,40.73245,-74.00275,United States,US,TRUE,strict,Entire home/apt,2014,114,23,2,3,10/19/2015,0.06,5,1,125,,
5329159,Charming Studio Apt w Home Theater,24858387297,verified,David,Brooklyn,Borough Park,40.6409,-73.99891,United States,US,TRUE,flexible,Entire home/apt,2015,115,23,3,51,6/28/2019,1.07,1,1,342,"Check Out is at Noon (12:00pm) unless otherwise specified. Cleanliness is next to godliness!  No smoking, no pets, no parties! Please take your shoes off upon entering the apt. Thank you!",
